ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Ecoregion,Country_Name,State_Island_Province,City_Town,City_Town_2,City_Town_3,Year,Month,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
1188,2  18.46897222,-66.09083333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Puerto Rico,San Juan,Penon de San Jorge,nd,nd,2017,4,2.3,0,300.05,299.82,300.3,296.98,303.98,1.19,7,0.31,0.72,0,-3.921666667,2.64,4,3.57,16,3,1.45,1.93,13.66,1.01,-2.01,1.19,-4.84,2.14,-1.52,0,1.25,6,0,0,0.79,6.99,0.23
1188,3  18.4745,-66.18744444,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Puerto Rico,Toa Baja,Bahia de Toa,nd,nd,2017,4,2.1,0,300.25,300.65,300.34,296.97,303.69,1.19,8,0.85,0.75,0,-3.656666667,2.32,3,4.12,20,3,1.42,2.08,15.5,1.09,-1.18,1.19,-4.85,1.86,-1.48,0,1.83,10,0,0,1.02,11.53,0.25
1188,4  18.4745,-66.18744444,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Puerto Rico,Toa Baja,Bahia de Toa,nd,nd,2017,4,3.7,14.25,300.25,300.65,300.34,296.97,303.69,1.19,8,0.85,0.75,0,-3.656666667,2.32,3,4.12,20,3,1.42,2.08,15.5,1.09,-1.18,1.19,-4.85,1.86,-1.48,0,1.83,10,0,0,1.02,11.53,0.25
1188,7  1.568833333,7.432277778,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Neves Ferreira,nd,nd,2017,2,7.5,0.75,301.46,301.64,300.03,296,303.85,1.29,3,0.57,0.8,0,-2.985,2.98,28,5.23,31,4,9.66,2.84,24.69,1.58,0.16,1.29,-5.48,2.36,-1.44,4,1.53,6,1,0,1.16,6.8,0.45
1188,8  1.568833333,7.432277778,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Neves Ferreira,nd,nd,2017,5,7.5,0,299.05,301.5,300.03,296,303.85,1.29,2,0.71,0.8,0,-2.985,2.98,27,5.23,31,4,2.67,2.84,24.69,1.58,0.02,1.29,-5.48,2.36,-1.44,3,1.53,6,1,2.65,1.16,6.8,0.45
1188,9  1.608111111,7.336916667,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Anselmo de Andrade,nd,nd,2017,2,12,1.25,262.15,300.7183333,300.0633333,296.0416667,303.5266667,1.263333333,3,-0.06833,3333  0.78,0,-2.778333333,2.615,14,4.08,21,4.166666667,7.111666667,2.456666667,17.61,1.456666667,-0.7666666,67    1.263333333,-5.435,2.033333333,-1.41,1,1.43,5.666666667,0.833333333,0.335,1.055,6.883333333,0.376666667
1189,0  1.608111111,7.336916667,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Anselmo de Andrade,nd,nd,2017,5,7.5,0,262.15,301.6083333,300.0633333,296.0416667,303.5266667,1.263333333,2,0.798333,333   0.78,0,-2.778333333,2.615,15.66666667,4.08,21,4.166666667,3.633333333,2.456666667,17.61,1.456666667,0.12333333,3     1.263333333,-5.435,2.033333333,-1.41,2.833333333,1.43,5.666666667,0.833333333,3.356666667,1.055,6.883333333,0.376666667
1189,1  1.698777778,7.405527778,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Sundi,nd,nd,2017,2,6.6,2.5,262.15,300.712,300.124,296.16,303.804,1.244,3,-0.024,0.766,0,-3.434,2.812,8,3.528,16.4,3.8,5.918,2.038,11.242,1.302,-0.828,1.244,-5.376,2.256,-1.404,0.6,1.424,5.2,1,0.2,1.056,6.59,0.37
1189,2  1.698777778,7.405527778,Atlantic,Tropical Atlantic,Gulf of Guinea to Sierra Leone,Sao Tome & Principe,Principe,Sundi,nd,nd,2017,6,7.5,1.25,262.15,301.134,300.124,296.16,303.804,1.244,4,0.614,0.766,0,-3.434,2.812,11.6,3.528,16.4,3.8,7.388,2.038,11.242,1.302,-0.402,1.244,-5.376,2.256,-1.404,4.2,1.424,5.2,1,5.434,1.056,6.59,0.37
1234,4  7.691638889,98.76752778,Indian,Western Indo-Pacific,Andaman Sea,Thailand,Krabi,Phi Phi Islands,Ko Phi Phi Lee,nd,2017,6,4,0,302.52,304.28,302.58,298.92,306,1.17,4,1.14,0.98,0,-3.725555556,2.93,6,5.57,25,8,4.07,3.53,19.6,2.84,0.59,1.17,-4.76,2.3,-1.1,2,2.29,12,2,2.72,1.52,16.13,0.67
1244,4  10.12102778,99.83486111,Pacific,Central Indo-Pacific,Gulf of Thailand,Thailand,Surat Thani,Ko Pha-ngan District,Ko Tao,nd,2017,2,4,0,303.28,301.85,302,297.17,306.89,1.37,3,0.25,1.01,0,-3.568888889,3.74,4,6.05,25,8,0,4.06,25.94,2.98,-1.68,1.37,-6.35,3.35,-1.52,3,2.07,10,1,0,1.92,21.64,0.56
1244,5  10.12102778,99.83486111,Pacific,Central Indo-Pacific,Gulf of Thailand,Thailand,Surat Thani,Ko Pha-ngan District,Ko Tao,nd,2017,2,7,0,303.28,301.85,302,297.17,306.89,1.37,3,0.25,1.01,0,-3.568888889,3.74,4,6.05,25,8,0,4.06,25.94,2.98,-1.68,1.37,-6.35,3.35,-1.52,3,2.07,10,1,0,1.92,21.64,0.56
1257,9  21.78586111,-72.20497222,Atlantic,Tropical Atlantic,Bahamas and Florida Keys,Turks & Caicos,Providenciales,The Bight Settlement,nd,nd,2017,11,4,2.25,262.15,300.2933333,299.98,295.5683333,304.4733333,1.69,6,-0.05166,6667  0.875,0,-3.195,3.171666667,6.166666667,4.63,22.66666667,5.666666667,2.356666667,2.53,13.775,2.05,-1.6683333,33    1.69,-6.386666667,2.501666667,-1.975,1.666666667,1.198333333,5,1,2.16,0.956666667,6.808333333,0.366666667
1272,5  25.13663889,-80.28886111,Atlantic,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Key Largo,nd,nd,2017,10,4,6.25,298.67,301.57,299.79,293.95,304.83,2.35,4,0.43,0.86,0,-3.58125,3.79,7,4.54,23,5,1.68,2.34,12.79,1.88,-1.47,2.35,-9.09,1.78,-3.24,1,0.97,4,0,1.58,0.66,5.21,0.18
1273,3  25.14291667,-80.25819444,Atlantic,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Key Largo,nd,nd,2017,10,5.3,10,298.8,301.83,299.88,293.95,305.64,2.27,4,0.61,0.84,0,-3.458888889,2.64,13,4.82,25,5,2.58,2.46,12.53,1.83,-1.17,2.27,-9.05,2.63,-3.11,1,0.91,4,0,1.39,0.61,4.92,0.18
1273,6  25.21638889,-80.48944444,Atlantic,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Key Largo,nd,nd,2017,10,4,7.75,262.15,300.4225,299.42,293.2725,306.73,2.7825,4,-0.0525,1.22,0,-4.005,6.0975,7,4.2575,23.25,9.25,1.9475,4.1325,24.905,4.1025,-2.69,2.7825,-9.83,3.6075,-3.6825,1.25,1.665,7,1,1.4925,1.405,9.2525,0.59
1273,7  25.23277778,-80.49027778,Atlantic,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Key Largo,nd,nd,2017,10,4,3.25,262.15,300.4225,299.42,293.2725,306.73,2.7825,4,-0.0525,1.22,0,-4.005,6.0975,7,4.2575,23.25,9.25,1.9475,4.1325,24.905,4.1025,-2.69,2.7825,-9.83,3.6075,-3.6825,1.25,1.665,7,1,1.4925,1.405,9.2525,0.59
